[2026-03-17T10:40:03.729788] TQQQ | precision_buy_algorithm | SMA57 | President 45 | 3M | critical | TQQQ PRECISION BUY SMA57 [President 45] 3M | PRECISION BUY — SMA 57 at 48.27 | OHLC4 48.27 (current bar) | Close 48.27 | Hard stop: 48.26 | Drawdown 1.0% from 48.76 | TF: 3M
[2026-03-17T10:51:24.533970] DOG | automated_short_order | SMA26 | SVIX (211) | 3M | critical | DOG AUTO SHORT SMA26 [SVIX (211)] 3M | AUTO SHORT — SMA 26 at 24.08 | OHLC4 24.08 (current bar) | Close 24.08 | Hard stop: 24.09 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-17T10:51:24.551872] DOG | automated_short_order | SMA25 | Resource Missing (404) | 3M | critical | DOG AUTO SHORT SMA25 [Resource Missing (404)] 3M | AUTO SHORT — SMA 25 at 24.08 | OHLC4 24.08 (current bar) | Close 24.08 | Hard stop: 24.09 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-17T10:51:24.564651] DOG | automated_short_order | SMA808 | Resource Missing (404) | 3M | critical | DOG AUTO SHORT SMA808 [Resource Missing (404)] 3M | AUTO SHORT — SMA 808 at 24.08 | OHLC4 24.08 (current bar) | Close 24.08 | Hard stop: 24.09 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-17T10:51:31.380836] DOG | automated_short_order | SMA143 | Waring's Problem | 30M | critical | DOG AUTO SHORT SMA143 [Waring's Problem] 30M | AUTO SHORT — SMA 143 at 24.08 | OHLC4 24.08 (current bar) | Close 24.08 | Hard stop: 24.09 (penny above) | SYSTEM NEGATIVE | TF: 30M
[2026-03-17T10:51:31.474602] DOG | automated_short_order | SMA144 | Time (144) | 30M | critical | DOG AUTO SHORT SMA144 [Time (144)] 30M | AUTO SHORT — SMA 144 at 24.08 | OHLC4 24.08 (current bar) | Close 24.08 | Hard stop: 24.09 (penny above) | SYSTEM NEGATIVE | TF: 30M
[2026-03-17T10:51:53.223572] UWM | precision_buy_algorithm | SMA222 | LUCKY (777) | 1M | critical | UWM PRECISION BUY SMA222 [LUCKY (777)] 1M | PRECISION BUY — SMA 222 at 47.75 | OHLC4 47.76 (prev bar) | Close 47.77 | Hard stop: 47.74 | Drawdown 1.3% from 48.36 | TF: 1M
[2026-03-17T10:51:53.253300] UWM | precision_buy_algorithm | SMA216 | Regression (432) | 1M | critical | UWM PRECISION BUY SMA216 [Regression (432)] 1M | PRECISION BUY — SMA 216 at 47.76 | OHLC4 47.76 (prev bar) | Close 47.77 | Hard stop: 47.75 | Drawdown 1.2% from 48.36 | TF: 1M
[2026-03-17T10:51:54.702124] UWM | precision_buy_algorithm | SMA114 | President 45 | 2M | critical | UWM PRECISION BUY SMA114 [President 45] 2M | PRECISION BUY — SMA 114 at 47.77 | OHLC4 47.78 (prev bar) | Close 47.77 | Hard stop: 47.76 | Drawdown 1.2% from 48.36 | TF: 2M
[2026-03-17T10:52:15.399244] TNA | precision_buy_algorithm | SMA555 | LUCKY (777) | 10M | critical | TNA PRECISION BUY SMA555 [LUCKY (777)] 10M | PRECISION BUY — SMA 555 at 45.90 | OHLC4 45.91 (current bar) | Close 45.90 | Hard stop: 45.89 | Drawdown 1.9% from 46.81 | TF: 10M
[2026-03-17T10:52:17.077016] TNA | precision_buy_algorithm | SMA365 | Time (365) | 15M | critical | TNA PRECISION BUY SMA365 [Time (365)] 15M | PRECISION BUY — SMA 365 at 45.90 | OHLC4 45.91 (current bar) | Close 45.90 | Hard stop: 45.89 | Drawdown 1.9% from 46.81 | TF: 15M
[2026-03-17T10:52:17.104776] TNA | precision_buy_algorithm | SMA366 | Time (366) | 15M | critical | TNA PRECISION BUY SMA366 [Time (366)] 15M | PRECISION BUY — SMA 366 at 45.90 | OHLC4 45.91 (current bar) | Close 45.90 | Hard stop: 45.89 | Drawdown 1.9% from 46.81 | TF: 15M
[2026-03-17T10:52:17.156865] TNA | precision_buy_algorithm | SMA368 | President 46 | 15M | critical | TNA PRECISION BUY SMA368 [President 46] 15M | PRECISION BUY — SMA 368 at 45.90 | OHLC4 45.91 (current bar) | Close 45.90 | Hard stop: 45.89 | Drawdown 1.9% from 46.81 | TF: 15M
[2026-03-17T10:52:42.598789] VIX | precision_buy_algorithm | SMA26 | SVIX (211) | 1M | critical | VIX PRECISION BUY SMA26 [SVIX (211)] 1M | PRECISION BUY — SMA 26 at 22.80 | OHLC4 22.80 (current bar) | Close 22.83 | Hard stop: 22.79 | Drawdown 1.3% from 23.11 | TF: 1M
[2026-03-17T10:53:21.423209] SVIX | precision_buy_algorithm | SMA24 | President 47 | 15M | critical | SVIX PRECISION BUY SMA24 [President 47] 15M | PRECISION BUY — SMA 24 at 18.00 | OHLC4 18.00 (current bar) | Close 18.02 | Hard stop: 17.99 | Drawdown 2.3% from 18.42 | TF: 15M
[2026-03-17T10:55:18.706076] UPRO | precision_buy_algorithm | SMA52 | SVIX (211) | 5M | critical | UPRO PRECISION BUY SMA52 [SVIX (211)] 5M | PRECISION BUY — SMA 52 at 107.22 | OHLC4 107.22 (current bar) | Close 107.28 | Hard stop: 107.21 | Drawdown 1.3% from 108.67 | TF: 5M
[2026-03-17T10:56:04.421331] SSO | precision_buy_algorithm | SMA94 | President 47 | 3M | critical | SSO PRECISION BUY SMA94 [President 47] 3M | PRECISION BUY — SMA 94 at 55.28 | OHLC4 55.29 (current bar) | Close 55.29 | Hard stop: 55.27 | Drawdown 1.0% from 55.85 | TF: 3M
[2026-03-17T10:57:26.271149] TQQQ | precision_buy_algorithm | SMA94 | President 47 | 3M | critical | TQQQ PRECISION BUY SMA94 [President 47] 3M | PRECISION BUY — SMA 94 at 47.93 | OHLC4 47.94 (prev bar) | Close 47.97 | Hard stop: 47.92 | Drawdown 1.7% from 48.76 | TF: 3M
[2026-03-17T10:57:27.441778] TQQQ | precision_buy_algorithm | SMA55 | LUCKY (777) | 5M | critical | TQQQ PRECISION BUY SMA55 [LUCKY (777)] 5M | PRECISION BUY — SMA 55 at 47.96 | OHLC4 47.97 (current bar) | Close 47.96 | Hard stop: 47.95 | Drawdown 1.6% from 48.76 | TF: 5M
[2026-03-17T10:57:28.884480] TQQQ | precision_buy_algorithm | SMA720 | 180 | 10M | critical | TQQQ PRECISION BUY SMA720 [180] 10M | PRECISION BUY — SMA 720 at 47.96 | OHLC4 47.97 (current bar) | Close 47.96 | Hard stop: 47.95 | Drawdown 1.6% from 48.76 | TF: 10M
[2026-03-17T10:58:04.798233] QLD | optimized_buying_algorithm | SMA999 | EVIL (666) | 15M | high | QLD MAGNETIZED BUY SMA999 [EVIL (666)] 15M | MAGNETIZED BUY — SMA 999 at 67.27 | 3 penny + 3 near touches across 5/10 bars | 2.5x expected | Capitular low: 66.54 | HIGH VOL | TF: 15M
[2026-03-17T10:59:12.052812] UDOW | precision_buy_algorithm | SMA180 | 180 | 3M | critical | UDOW PRECISION BUY SMA180 [180] 3M | PRECISION BUY — SMA 180 at 53.09 | OHLC4 53.10 (current bar) | Close 53.11 | Hard stop: 53.08 | Drawdown 2.5% from 54.44 | TF: 3M
[2026-03-17T10:59:24.330341] SDOW | automated_short_order | SMA600 | Dow Jones System | 1M | critical | SDOW AUTO SHORT SMA600 [Dow Jones System] 1M | AUTO SHORT — SMA 600 at 34.00 | OHLC4 34.00 (current bar) | Close 34.00 | Hard stop: 34.01 (penny above) | SYSTEM NEGATIVE | TF: 1M
[2026-03-17T10:59:24.403241] SDOW | automated_short_order | SMA555 | LUCKY (777) | 1M | critical | SDOW AUTO SHORT SMA555 [LUCKY (777)] 1M | AUTO SHORT — SMA 555 at 34.01 | OHLC4 34.00 (current bar) | Close 34.00 | Hard stop: 34.02 (penny above) | SYSTEM NEGATIVE | TF: 1M
[2026-03-17T10:59:24.430795] SDOW | automated_short_order | SMA548 | Waring's Problem | 1M | critical | SDOW AUTO SHORT SMA548 [Waring's Problem] 1M | AUTO SHORT — SMA 548 at 34.01 | OHLC4 34.00 (current bar) | Close 34.00 | Hard stop: 34.02 (penny above) | SYSTEM NEGATIVE | TF: 1M
[2026-03-17T10:59:24.567367] SDOW | automated_short_order | SMA576 | Time (144) | 1M | critical | SDOW AUTO SHORT SMA576 [Time (144)] 1M | AUTO SHORT — SMA 576 at 34.01 | OHLC4 34.00 (current bar) | Close 34.00 | Hard stop: 34.02 (penny above) | SYSTEM NEGATIVE | TF: 1M
[2026-03-17T10:59:25.966197] SDOW | automated_short_order | SMA250 | NASDAQ System | 2M | critical | SDOW AUTO SHORT SMA250 [NASDAQ System] 2M | AUTO SHORT — SMA 250 at 33.99 | OHLC4 33.99 (current bar) | Close 33.98 | Hard stop: 34.00 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-17T10:59:40.369950] DDM | automated_short_order | SMA300 | Dow Jones System | 1M | critical | DDM AUTO SHORT SMA300 [Dow Jones System] 1M | AUTO SHORT — SMA 300 at 54.01 | OHLC4 54.01 (current bar) | Close 54.01 | Hard stop: 54.02 (penny above) | SYSTEM NEGATIVE | TF: 1M
[2026-03-17T10:59:40.450496] DDM | automated_short_order | SMA279 | Waring's Problem | 1M | critical | DDM AUTO SHORT SMA279 [Waring's Problem] 1M | AUTO SHORT — SMA 279 at 54.01 | OHLC4 54.01 (current bar) | Close 54.01 | Hard stop: 54.02 (penny above) | SYSTEM NEGATIVE | TF: 1M
[2026-03-17T10:59:40.548485] DDM | automated_short_order | SMA288 | Time (144) | 1M | critical | DDM AUTO SHORT SMA288 [Time (144)] 1M | AUTO SHORT — SMA 288 at 54.01 | OHLC4 54.01 (current bar) | Close 54.01 | Hard stop: 54.02 (penny above) | SYSTEM NEGATIVE | TF: 1M
[2026-03-17T10:59:43.356762] DDM | precision_buy_algorithm | SMA143 | Waring's Problem | 3M | critical | DDM PRECISION BUY SMA143 [Waring's Problem] 3M | PRECISION BUY — SMA 143 at 54.00 | OHLC4 54.01 (current bar) | Close 54.01 | Hard stop: 53.99 | Drawdown 1.6% from 54.87 | TF: 3M
[2026-03-17T10:59:55.958355] DXD | automated_short_order | SMA455 | President 45 | 1M | critical | DXD AUTO SHORT SMA455 [President 45] 1M | AUTO SHORT — SMA 455 at 21.47 | OHLC4 21.47 (prev bar) | Close 21.46 | Hard stop: 21.48 (penny above) | SYSTEM NEGATIVE | TF: 1M
[2026-03-17T10:59:56.033385] DXD | automated_short_order | SMA456 | WTC (911) | 1M | critical | DXD AUTO SHORT SMA456 [WTC (911)] 1M | AUTO SHORT — SMA 456 at 21.47 | OHLC4 21.47 (prev bar) | Close 21.46 | Hard stop: 21.48 (penny above) | SYSTEM NEGATIVE | TF: 1M
[2026-03-17T10:59:57.344988] DXD | automated_short_order | SMA200 | S&P 500 System | 2M | critical | DXD AUTO SHORT SMA200 [S&P 500 System] 2M | AUTO SHORT — SMA 200 at 21.46 | OHLC4 21.46 (current bar) | Close 21.45 | Hard stop: 21.47 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-17T10:59:57.351364] DXD | automated_short_order | SMA250 | NASDAQ System | 2M | critical | DXD AUTO SHORT SMA250 [NASDAQ System] 2M | AUTO SHORT — SMA 250 at 21.47 | OHLC4 21.46 (current bar) | Close 21.45 | Hard stop: 21.48 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-17T10:59:57.445938] DXD | automated_short_order | SMA222 | LUCKY (777) | 2M | critical | DXD AUTO SHORT SMA222 [LUCKY (777)] 2M | AUTO SHORT — SMA 222 at 21.46 | OHLC4 21.46 (current bar) | Close 21.45 | Hard stop: 21.47 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-17T10:59:57.477343] DXD | automated_short_order | SMA279 | Waring's Problem | 2M | critical | DXD AUTO SHORT SMA279 [Waring's Problem] 2M | AUTO SHORT — SMA 279 at 21.47 | OHLC4 21.46 (current bar) | Close 21.45 | Hard stop: 21.48 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-17T10:59:57.499760] DXD | automated_short_order | SMA216 | Regression (432) | 2M | critical | DXD AUTO SHORT SMA216 [Regression (432)] 2M | AUTO SHORT — SMA 216 at 21.46 | OHLC4 21.46 (current bar) | Close 21.45 | Hard stop: 21.47 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-17T10:59:57.617687] DXD | automated_short_order | SMA288 | Time (144) | 2M | critical | DXD AUTO SHORT SMA288 [Time (144)] 2M | AUTO SHORT — SMA 288 at 21.47 | OHLC4 21.46 (current bar) | Close 21.45 | Hard stop: 21.48 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-17T10:59:57.638742] DXD | automated_short_order | SMA227 | President 45 | 2M | critical | DXD AUTO SHORT SMA227 [President 45] 2M | AUTO SHORT — SMA 227 at 21.46 | OHLC4 21.46 (current bar) | Close 21.45 | Hard stop: 21.47 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-17T10:59:57.705270] DXD | automated_short_order | SMA228 | WTC (911) | 2M | critical | DXD AUTO SHORT SMA228 [WTC (911)] 2M | AUTO SHORT — SMA 228 at 21.46 | OHLC4 21.46 (current bar) | Close 21.45 | Hard stop: 21.47 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-17T10:59:57.726013] DXD | automated_short_order | SMA211 | SVIX (211) | 2M | critical | DXD AUTO SHORT SMA211 [SVIX (211)] 2M | AUTO SHORT — SMA 211 at 21.46 | OHLC4 21.46 (current bar) | Close 21.45 | Hard stop: 21.47 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-17T10:59:57.745705] DXD | automated_short_order | SMA202 | Resource Missing (404) | 2M | critical | DXD AUTO SHORT SMA202 [Resource Missing (404)] 2M | AUTO SHORT — SMA 202 at 21.46 | OHLC4 21.46 (current bar) | Close 21.45 | Hard stop: 21.47 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-17T10:59:59.284800] DXD | automated_short_order | SMA143 | Waring's Problem | 3M | critical | DXD AUTO SHORT SMA143 [Waring's Problem] 3M | AUTO SHORT — SMA 143 at 21.46 | OHLC4 21.46 (current bar) | Close 21.45 | Hard stop: 21.47 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-17T10:59:59.323717] DXD | automated_short_order | SMA180 | 180 | 3M | critical | DXD AUTO SHORT SMA180 [180] 3M | AUTO SHORT — SMA 180 at 21.47 | OHLC4 21.46 (current bar) | Close 21.45 | Hard stop: 21.48 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-17T10:59:59.351526] DXD | automated_short_order | SMA183 | Time (365) | 3M | critical | DXD AUTO SHORT SMA183 [Time (365)] 3M | AUTO SHORT — SMA 183 at 21.47 | OHLC4 21.46 (current bar) | Close 21.45 | Hard stop: 21.48 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-17T10:59:59.359389] DXD | automated_short_order | SMA730 | Time (365) | 3M | critical | DXD AUTO SHORT SMA730 [Time (365)] 3M | AUTO SHORT — SMA 730 at 21.47 | OHLC4 21.46 (current bar) | Close 21.45 | Hard stop: 21.48 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-17T10:59:59.383622] DXD | automated_short_order | SMA732 | Time (366) | 3M | critical | DXD AUTO SHORT SMA732 [Time (366)] 3M | AUTO SHORT — SMA 732 at 21.47 | OHLC4 21.46 (current bar) | Close 21.45 | Hard stop: 21.48 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-17T10:59:59.398388] DXD | automated_short_order | SMA144 | Time (144) | 3M | critical | DXD AUTO SHORT SMA144 [Time (144)] 3M | AUTO SHORT — SMA 144 at 21.47 | OHLC4 21.46 (current bar) | Close 21.45 | Hard stop: 21.48 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-17T10:59:59.442594] DXD | automated_short_order | SMA184 | President 46 | 3M | critical | DXD AUTO SHORT SMA184 [President 46] 3M | AUTO SHORT — SMA 184 at 21.47 | OHLC4 21.46 (current bar) | Close 21.45 | Hard stop: 21.48 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-17T10:59:59.446712] DXD | automated_short_order | SMA736 | President 46 | 3M | critical | DXD AUTO SHORT SMA736 [President 46] 3M | AUTO SHORT — SMA 736 at 21.46 | OHLC4 21.46 (current bar) | Close 21.45 | Hard stop: 21.47 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-17T10:59:59.460027] DXD | automated_short_order | SMA188 | President 47 | 3M | critical | DXD AUTO SHORT SMA188 [President 47] 3M | AUTO SHORT — SMA 188 at 21.47 | OHLC4 21.46 (current bar) | Close 21.45 | Hard stop: 21.48 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-17T11:00:00.786097] DXD | automated_short_order | SMA77 | LUCKY (777) | 5M | critical | DXD AUTO SHORT SMA77 [LUCKY (777)] 5M | AUTO SHORT — SMA 77 at 21.45 | OHLC4 21.44 (current bar) | Close 21.45 | Hard stop: 21.46 (penny above) | SYSTEM NEGATIVE | TF: 5M
[2026-03-17T11:00:13.290143] DOG | automated_short_order | SMA200 | S&P 500 System | 2M | critical | DOG AUTO SHORT SMA200 [S&P 500 System] 2M | AUTO SHORT — SMA 200 at 24.14 | OHLC4 24.14 (prev bar) | Close 24.13 | Hard stop: 24.15 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-17T11:00:13.297483] DOG | automated_short_order | SMA250 | NASDAQ System | 2M | critical | DOG AUTO SHORT SMA250 [NASDAQ System] 2M | AUTO SHORT — SMA 250 at 24.14 | OHLC4 24.14 (prev bar) | Close 24.13 | Hard stop: 24.15 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-17T11:00:13.309706] DOG | automated_short_order | SMA300 | Dow Jones System | 2M | critical | DOG AUTO SHORT SMA300 [Dow Jones System] 2M | AUTO SHORT — SMA 300 at 24.15 | OHLC4 24.14 (prev bar) | Close 24.13 | Hard stop: 24.16 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-17T11:00:13.334346] DOG | automated_short_order | SMA999 | EVIL (666) | 2M | critical | DOG AUTO SHORT SMA999 [EVIL (666)] 2M | AUTO SHORT — SMA 999 at 24.14 | OHLC4 24.14 (prev bar) | Close 24.13 | Hard stop: 24.15 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-17T11:00:13.364418] DOG | automated_short_order | SMA222 | LUCKY (777) | 2M | critical | DOG AUTO SHORT SMA222 [LUCKY (777)] 2M | AUTO SHORT — SMA 222 at 24.14 | OHLC4 24.14 (prev bar) | Close 24.13 | Hard stop: 24.15 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-17T11:00:13.386007] DOG | automated_short_order | SMA279 | Waring's Problem | 2M | critical | DOG AUTO SHORT SMA279 [Waring's Problem] 2M | AUTO SHORT — SMA 279 at 24.14 | OHLC4 24.14 (prev bar) | Close 24.13 | Hard stop: 24.15 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-17T11:00:13.399483] DOG | automated_short_order | SMA216 | Regression (432) | 2M | critical | DOG AUTO SHORT SMA216 [Regression (432)] 2M | AUTO SHORT — SMA 216 at 24.14 | OHLC4 24.14 (prev bar) | Close 24.13 | Hard stop: 24.15 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-17T11:00:13.485066] DOG | automated_short_order | SMA288 | Time (144) | 2M | critical | DOG AUTO SHORT SMA288 [Time (144)] 2M | AUTO SHORT — SMA 288 at 24.14 | OHLC4 24.14 (prev bar) | Close 24.13 | Hard stop: 24.15 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-17T11:00:13.500430] DOG | automated_short_order | SMA227 | President 45 | 2M | critical | DOG AUTO SHORT SMA227 [President 45] 2M | AUTO SHORT — SMA 227 at 24.14 | OHLC4 24.14 (prev bar) | Close 24.13 | Hard stop: 24.15 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-17T11:00:13.556264] DOG | automated_short_order | SMA228 | WTC (911) | 2M | critical | DOG AUTO SHORT SMA228 [WTC (911)] 2M | AUTO SHORT — SMA 228 at 24.14 | OHLC4 24.14 (prev bar) | Close 24.13 | Hard stop: 24.15 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-17T11:00:13.571930] DOG | automated_short_order | SMA211 | SVIX (211) | 2M | critical | DOG AUTO SHORT SMA211 [SVIX (211)] 2M | AUTO SHORT — SMA 211 at 24.14 | OHLC4 24.14 (prev bar) | Close 24.13 | Hard stop: 24.15 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-17T11:00:13.591075] DOG | automated_short_order | SMA202 | Resource Missing (404) | 2M | critical | DOG AUTO SHORT SMA202 [Resource Missing (404)] 2M | AUTO SHORT — SMA 202 at 24.14 | OHLC4 24.14 (prev bar) | Close 24.13 | Hard stop: 24.15 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-17T11:00:14.896915] DOG | automated_short_order | SMA143 | Waring's Problem | 3M | critical | DOG AUTO SHORT SMA143 [Waring's Problem] 3M | AUTO SHORT — SMA 143 at 24.14 | OHLC4 24.14 (current bar) | Close 24.14 | Hard stop: 24.15 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-17T11:00:14.929748] DOG | automated_short_order | SMA180 | 180 | 3M | critical | DOG AUTO SHORT SMA180 [180] 3M | AUTO SHORT — SMA 180 at 24.14 | OHLC4 24.14 (current bar) | Close 24.14 | Hard stop: 24.15 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-17T11:00:14.943292] DOG | automated_short_order | SMA183 | Time (365) | 3M | critical | DOG AUTO SHORT SMA183 [Time (365)] 3M | AUTO SHORT — SMA 183 at 24.14 | OHLC4 24.14 (current bar) | Close 24.14 | Hard stop: 24.15 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-17T11:00:14.979831] DOG | automated_short_order | SMA144 | Time (144) | 3M | critical | DOG AUTO SHORT SMA144 [Time (144)] 3M | AUTO SHORT — SMA 144 at 24.14 | OHLC4 24.14 (current bar) | Close 24.14 | Hard stop: 24.15 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-17T11:00:15.027018] DOG | automated_short_order | SMA184 | President 46 | 3M | critical | DOG AUTO SHORT SMA184 [President 46] 3M | AUTO SHORT — SMA 184 at 24.14 | OHLC4 24.14 (current bar) | Close 24.14 | Hard stop: 24.15 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-17T11:00:15.047990] DOG | automated_short_order | SMA188 | President 47 | 3M | critical | DOG AUTO SHORT SMA188 [President 47] 3M | AUTO SHORT — SMA 188 at 24.14 | OHLC4 24.14 (current bar) | Close 24.14 | Hard stop: 24.15 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-17T11:00:16.399946] DOG | automated_short_order | SMA77 | LUCKY (777) | 5M | critical | DOG AUTO SHORT SMA77 [LUCKY (777)] 5M | AUTO SHORT — SMA 77 at 24.13 | OHLC4 24.12 (prev bar) | Close 24.13 | Hard stop: 24.14 (penny above) | SYSTEM NEGATIVE | TF: 5M
[2026-03-17T11:00:44.268747] UWM | precision_buy_algorithm | SMA288 | Time (144) | 2M | critical | UWM PRECISION BUY SMA288 [Time (144)] 2M | PRECISION BUY — SMA 288 at 47.50 | OHLC4 47.49 (prev bar) | Close 47.51 | Hard stop: 47.49 | Drawdown 1.8% from 48.36 | TF: 2M
[2026-03-17T11:00:48.945480] UWM | precision_buy_algorithm | SMA55 | LUCKY (777) | 10M | critical | UWM PRECISION BUY SMA55 [LUCKY (777)] 10M | PRECISION BUY — SMA 55 at 47.51 | OHLC4 47.51 (current bar) | Close 47.51 | Hard stop: 47.50 | Drawdown 1.9% from 48.42 | TF: 10M
[2026-03-17T11:00:48.977283] UWM | precision_buy_algorithm | SMA54 | Regression (432) | 10M | critical | UWM PRECISION BUY SMA54 [Regression (432)] 10M | PRECISION BUY — SMA 54 at 47.51 | OHLC4 47.51 (current bar) | Close 47.51 | Hard stop: 47.50 | Drawdown 1.9% from 48.42 | TF: 10M
[2026-03-17T11:00:49.114981] UWM | precision_buy_algorithm | SMA52 | SVIX (211) | 10M | critical | UWM PRECISION BUY SMA52 [SVIX (211)] 10M | PRECISION BUY — SMA 52 at 47.51 | OHLC4 47.51 (current bar) | Close 47.51 | Hard stop: 47.50 | Drawdown 1.9% from 48.42 | TF: 10M
[2026-03-17T11:00:49.133310] UWM | precision_buy_algorithm | SMA51 | Resource Missing (404) | 10M | critical | UWM PRECISION BUY SMA51 [Resource Missing (404)] 10M | PRECISION BUY — SMA 51 at 47.51 | OHLC4 47.51 (current bar) | Close 47.51 | Hard stop: 47.50 | Drawdown 1.9% from 48.42 | TF: 10M
[2026-03-17T11:01:01.328616] TNA | precision_buy_algorithm | SMA108 | Regression (432) | 3M | critical | TNA PRECISION BUY SMA108 [Regression (432)] 3M | PRECISION BUY — SMA 108 at 45.50 | OHLC4 45.51 (current bar) | Close 45.56 | Hard stop: 45.49 | Drawdown 2.8% from 46.81 | TF: 3M
[2026-03-17T11:01:38.965122] VIX | optimized_buying_algorithm | SMA808 | Resource Missing (404) | 20M | high | VIX MAGNETIZED BUY SMA808 [Resource Missing (404)] 20M | MAGNETIZED BUY — SMA 808 at 22.75 | 3 penny + 2 near touches across 4/10 bars | 2.9x expected | Capitular low: 21.87 | HIGH VOL | TF: 20M
[2026-03-17T11:02:09.324234] SVIX | precision_buy_algorithm | SMA456 | WTC (911) | 20M | critical | SVIX PRECISION BUY SMA456 [WTC (911)] 20M | PRECISION BUY — SMA 456 at 18.01 | OHLC4 18.02 (prev bar) | Close 18.03 | Hard stop: 18.00 | Drawdown 2.2% from 18.42 | TF: 20M
